"id","created_at","date","updated_at","deleted","group_id","created_by","canvas"
"aa331325-e95c-4ed6-ba96-da2cedc66a11","2024-12-24T01:05:39.629849+00:00","2024-12-13","2024-12-24T22:53:20.512262+00:00",false,"4b381455-be80-45e1-96e9-03ea15450ad8","eecd2083-81ee-4e52-a4cf-fd6687bd002d","{""id"":""a7590e12-4650-41b6-9120-db2549491781"",""items"":[{""x"":0.05466666666666667,""y"":0.3657635280064175,""z"":10,""id"":""3091368f-c36a-4149-8982-f7c83933fb93"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.01600985221674877,""fontType"":""Calibri"",""rotation"":0,""fontColor"":""#000"",""textContent"":""感覺整個人被打回初階\n大概能理解文章想說的\n但完全無法化成文字闡述\n申論好難整個人要爆炸🤯\n而且還有英文要讀😓😥😰\n今天也被朋友說我輸入跟輸出的程度差太多\n沒辦法 如果嘴巴跟得上課本該有多好""},{""x"":0.432,""y"":0.5564450043175603,""z"":13,""id"":""bed033f0-4602-4481-9811-2add271557aa"",""path"":""https://zckngbdtquzqrmrpjhhx.supabase.co/storage/v1/object/public/page_photos/a25e0568-6a10-4582-9562-2c78fc211089/1680b785-3c04-4029-9533-0c90a992ff50.webp"",""type"":""image"",""width"":0.555403644303584,""height"":0.3207007816401367,""rotation"":-0.031760807986412,""placeholder"":""LqN^JHo0_NozxuR*ays:ofkBayjG""},{""x"":-0.013333333333333334,""y"":0.09852216748768473,""z"":3,""id"":""f04d2dad-dd14-4957-80c8-b58987a7817b"",""path"":""https://zckngbdtquzqrmrpjhhx.supabase.co/storage/v1/object/public/page_photos/a25e0568-6a10-4582-9562-2c78fc211089/fcd4f131-da75-4413-9eb7-9848f888f010.webp"",""type"":""image"",""width"":1,""height"":0.2597752463054187,""rotation"":0,""placeholder"":""LTK1BjtnD$9G%%tRROE2n~s*RjtR""}],""maxZIndex"":0,""backgroundImage"":{""path"":""bg_04"",""type"":""local""}}"
"0871ed6c-b79b-43a6-84ab-77b279d7361f","2024-12-27T12:38:01.744697+00:00","2024-12-27","2024-12-27T12:44:40.155794+00:00",false,"4b381455-be80-45e1-96e9-03ea15450ad8","632e3d17-8713-46e9-ab1b-604bfa3ce11f","{""id"":""0871ed6c-b79b-43a6-84ab-77b279d7361f"",""items"":[{""x"":0.14316239968324318,""y"":-0.14770932672148068,""z"":1,""id"":""ea3a848a-ac68-4272-879a-85ce52a8e7d5"",""path"":""https://zckngbdtquzqrmrpjhhx.supabase.co/storage/v1/object/public/page_photos/2caf72af-e28f-4cc1-a20f-e8b79a48964b/ea3a848a-ac68-4272-879a-85ce52a8e7d5.webp"",""type"":""image"",""width"":0.744177011820269,""height"":0.744177011820269,""rotation"":0,""placeholder"":""LSF$hXxai_t6~qt7aej[tPW;X8WB""},{""x"":0.19572648268479567,""y"":0.4221958865486615,""z"":2,""id"":""5e87d59f-d2c2-4b9d-8fb6-d60efc75f455"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.02132701421800948,""fontType"":""Calibri"",""rotation"":0,""fontColor"":""#FFC300"",""textContent"":""又週五了 上班時間真的過很快欸\n分享一個很好笑ㄉ車牌""},{""x"":0.10598293206630609,""y"":0.6970774031363393,""z"":3,""id"":""1665bfe2-96ff-47d6-a3cf-f1594cd5abc2"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.014218009478672985,""fontType"":""Calibri"",""rotation"":0,""fontColor"":""#000"",""textContent"":""新朋友約跨年該去嗎 已經不知道幾年都躺在家/跟好友的我\n還可以嗨嗎？ 而且而且 1/1怎麼才放一天（吶喊）""}],""maxZIndex"":3,""backgroundImage"":{""path"":""bg_09"",""type"":""local""}}"
"bb21197c-aa8e-405f-8529-d2b3ba76cbda","2024-12-24T01:33:59.664918+00:00","2024-12-23","2024-12-25T06:06:58.123177+00:00",false,"4b381455-be80-45e1-96e9-03ea15450ad8","a6300bac-4d56-49f3-9e9e-a3919a9bd8cf","{""id"":""bb21197c-aa8e-405f-8529-d2b3ba76cbda"",""items"":[{""x"":0.08974357018103966,""y"":0.13902053109842455,""z"":1,""id"":""3fa20c09-c0b5-471f-88ad-945ee595e7ab"",""path"":""https://zckngbdtquzqrmrpjhhx.supabase.co/storage/v1/object/public/page_photos/9eb4d9fc-8130-4534-a223-1fe15643cc46/3fa20c09-c0b5-471f-88ad-945ee595e7ab.webp"",""type"":""image"",""width"":0.5269964182363587,""height"":0.3246897363541546,""rotation"":0,""placeholder"":""LBJH8NH??wMxD*.RIUM}^jxvDi-:""},{""x"":0.0905983166816907,""y"":0.471563981042654,""z"":3,""id"":""e73f00aa-8b15-40c2-9027-a4f6ec47dc67"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.017772511848341232,""fontType"":""Calibri"",""rotation"":0,""fontColor"":""#000"",""textContent"":""晚餐吃墨西哥捲餅""}],""maxZIndex"":3,""backgroundImage"":{""path"":""bg_04"",""type"":""local""}}"
"84962768-5e46-45e6-8ceb-c1d4f8ec6227","2024-12-26T04:38:16.873177+00:00","2024-12-24","2024-12-26T04:38:16.873177+00:00",false,"4b381455-be80-45e1-96e9-03ea15450ad8","eecd2083-81ee-4e52-a4cf-fd6687bd002d","{""id"":""84962768-5e46-45e6-8ceb-c1d4f8ec6227"",""items"":[{""x"":0.012888875325520834,""y"":0.08169129094466787,""z"":1,""id"":""54d0f701-f126-4dcf-be82-7b4a8b7d1204"",""path"":""https://zckngbdtquzqrmrpjhhx.supabase.co/storage/v1/object/public/page_photos/a25e0568-6a10-4582-9562-2c78fc211089/54d0f701-f126-4dcf-be82-7b4a8b7d1204.webp"",""type"":""image"",""width"":0.5550847126696871,""height"":0.5550847126696871,""rotation"":0,""placeholder"":""LaNBSwxbIUbEb^WAs:bH0Ls.t6WE""},{""x"":0.06888887532552083,""y"":0.647372729672587,""z"":11,""id"":""d0742167-0d3f-4cfa-a325-b8c026f23150"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.019704433497536946,""fontType"":""Calibri"",""rotation"":0,""fontColor"":""#000"",""textContent"":""事情是這樣的\n前一天臨時被約去過聖誕節\n翻譯成中文蠻好笑的翻給大家笑笑\n日本人講話非常像幼稚園老師很會自嗨""},{""x"":0.5,""y"":0.5,""z"":3,""id"":""a385bf9a-e184-4681-9bd4-a7f8222f594f"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.03694581280788178,""fontType"":""Calibri"",""rotation"":0,""fontColor"":""#000"",""textContent"":""""},{""x"":0.5,""y"":0.5,""z"":5,""id"":""b030be1a-3231-476e-92b7-1e677fb1fada"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.03694581280788178,""fontType"":""Calibri"",""rotation"":0,""fontColor"":""#000"",""textContent"":""""},{""x"":0.4822222086588542,""y"":0.13423645320197045,""z"":6,""id"":""6d59f804-6c6f-4bf6-9acd-4f38d3b0ee51"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.01600985221674877,""fontType"":""Calibri-Bold"",""rotation"":0,""fontColor"":""#000"",""textContent"":""前面問我聖誕節有要去哪嗎\n我說沒特別要去哪\n問他是有要去哪嗎""},{""x"":0.21733333333333332,""y"":0.3304597638510718,""z"":7,""id"":""f668a4c2-88cf-4c7b-a00b-cf9685dfcc7f"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.012315270935960592,""fontType"":""Calibri-Bold"",""rotation"":0,""fontColor"":""#000"",""textContent"":""是沒有但覺得難得聖誕節想去哪裡晃晃""},{""x"":0.404,""y"":0.3591954085627213,""z"":8,""id"":""aeee5192-c2b1-4fe7-a083-923c4ca41c75"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.012315270935960592,""fontType"":""Calibri-Bold"",""rotation"":0,""fontColor"":""#000"",""textContent"":""說到聖誕節是不是就想到？""},{""x"":0.22177775065104166,""y"":0.38382595043464246,""z"":9,""id"":""99aabda1-ccb2-48d3-aa9f-09be9dd07a2d"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.012315270935960592,""fontType"":""Calibri-Bold"",""rotation"":0,""fontColor"":""#000"",""textContent"":""溜冰！""},{""x"":0.37911112467447916,""y"":0.41297209791361994,""z"":10,""id"":""1dbfb96e-06a6-4d50-a7c1-3bb1421068a1"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.012315270935960592,""fontType"":""Calibri-Bold"",""rotation"":0,""fontColor"":""#000"",""textContent"":""所以如此這般我們去溜冰吧哈ㄏ哈""}],""maxZIndex"":11,""backgroundImage"":{""path"":""bg_04"",""type"":""local""}}"
"66613263-c94d-4795-9762-a5ef8896a045","2024-12-24T01:05:39.629849+00:00","2024-12-14","2024-12-24T22:42:12.323325+00:00",false,"4b381455-be80-45e1-96e9-03ea15450ad8","6eea90f5-325a-4ccf-aceb-3471c02914c0","{""id"":""5b5c8428-de31-4404-9d98-41acd07242de"",""items"":[{""x"":0.18871928596011248,""y"":0.2188966957056467,""z"":5,""id"":""c2c94a1d-4de9-43f5-ae34-1f9c5dba5d03"",""path"":""https://zckngbdtquzqrmrpjhhx.supabase.co/storage/v1/object/public/page_photos/06435e09-bc0a-4026-82a8-f1743489a5c8/1a63fd3e-38de-433d-8302-f0dc85191f85.webp"",""type"":""image"",""width"":0.4071411577081578,""height"":0.3338684923929179,""rotation"":0,""placeholder"":""LNKw8|rpyUyYy:tm^+wax[wwIVk9""},{""x"":0.18532653497982265,""y"":0.5645539906103286,""z"":9,""id"":""95499524-87c8-420b-9409-d75acda7285a"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.01995305164319249,""fontType"":""Calibri"",""rotation"":0,""fontColor"":""#000000"",""textContent"":""今天是什麼日子？\n上班日🙌👶""}],""maxZIndex"":0,""backgroundImage"":{""path"":""bg_09"",""type"":""local""}}"
"e361b301-adb1-4502-851c-70f8d94984ed","2024-12-24T01:05:39.629849+00:00","2024-12-18","2024-12-24T22:54:29.101698+00:00",false,"4b381455-be80-45e1-96e9-03ea15450ad8","2bdbc127-920a-432e-b1b6-1fa1ed6687a1","{""id"":""efbb1492-0c24-493e-9a2d-1d0d3a08c30c"",""items"":[{""x"":0.31209766864776634,""y"":0.8222251998538389,""z"":10,""id"":""cd934a85-b1fa-451e-8897-eeee7d2d1605"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.018012351326623963,""fontType"":""Calibri-Bold"",""rotation"":0,""fontColor"":""#FFC300"",""textContent"":""考試的壓力休想再讓我重讀高中""}],""maxZIndex"":0,""backgroundImage"":{""path"":""bg_04"",""type"":""local""}}"
"dd378e32-26ae-48ce-9710-5d68e340bf35","2024-12-29T13:05:03.370806+00:00","2024-12-29","2024-12-29T13:05:03.370806+00:00",false,"4b381455-be80-45e1-96e9-03ea15450ad8","632e3d17-8713-46e9-ab1b-604bfa3ce11f","{""id"":""dd378e32-26ae-48ce-9710-5d68e340bf35"",""items"":[{""x"":0.18333333333333332,""y"":0.17535545023696683,""z"":1,""id"":""e2730b0e-dc13-4d2e-a11a-88c54e271572"",""path"":""https://zckngbdtquzqrmrpjhhx.supabase.co/storage/v1/object/public/page_photos/2caf72af-e28f-4cc1-a20f-e8b79a48964b/e2730b0e-dc13-4d2e-a11a-88c54e271572.webp"",""type"":""image"",""width"":0.623440578346451,""height"":0.3966715754910489,""rotation"":0,""placeholder"":""LXIg}%%MS$o#~C%LWrbI0Ls:RjV@""},{""x"":0.46153846153846156,""y"":0.5959715639810427,""z"":2,""id"":""e72c0079-4436-44ca-a778-2870574c0a6a"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.011848341232227487,""fontType"":""Calibri"",""rotation"":0,""fontColor"":""#000"",""textContent"":""假期怎麼那麼快結束\n我好愛放假愛死了""},{""x"":0.2128205128205128,""y"":0.14336494698908656,""z"":3,""id"":""22815557-be76-4564-b2f3-7cd4030982ea"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.011848341232227487,""fontType"":""Calibri"",""rotation"":0,""fontColor"":""#669bbc"",""textContent"":""長假好好看可愛到不行❤️‍🩹❤️‍🩹 當時的木村真是帥：）""}],""maxZIndex"":3,""backgroundImage"":{""path"":""bg_04"",""type"":""local""}}"
"f3e85955-9e34-4f21-8d15-cf9775ec906e","2025-01-01T11:19:23.863652+00:00","2025-01-01","2025-01-01T11:19:51.283815+00:00",false,"4b381455-be80-45e1-96e9-03ea15450ad8","632e3d17-8713-46e9-ab1b-604bfa3ce11f","{""id"":""f3e85955-9e34-4f21-8d15-cf9775ec906e"",""items"":[{""x"":0.1987179487179487,""y"":0.24447076806524917,""z"":1,""id"":""5c02b736-9e31-4cca-9e95-c000141f5848"",""path"":""https://zckngbdtquzqrmrpjhhx.supabase.co/storage/v1/object/public/page_photos/2caf72af-e28f-4cc1-a20f-e8b79a48964b/5c02b736-9e31-4cca-9e95-c000141f5848.webp"",""type"":""image"",""width"":0.6124722592382555,""height"":0.37741494910860446,""rotation"":0,""placeholder"":""LdK^$zxs0Ke-yEkBNFNGVsxuaxWA""},{""x"":0.31880340576171873,""y"":0.6481042654028436,""z"":2,""id"":""89f61419-a4f7-4fd4-b4df-3d38fb9128e8"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.014218009478672985,""fontType"":""Calibri"",""rotation"":0,""fontColor"":""#FFF"",""textContent"":""我無ㄏㄨㄚˇ接受名明天要上班""}],""maxZIndex"":2,""backgroundImage"":{""path"":""bg_03"",""type"":""local""}}"
"15e85a15-d88d-442d-a20a-a5d7cec537c5","2024-12-27T12:47:02.956247+00:00","2024-12-26","2024-12-27T12:47:02.956247+00:00",false,"4b381455-be80-45e1-96e9-03ea15450ad8","632e3d17-8713-46e9-ab1b-604bfa3ce11f","{""id"":""15e85a15-d88d-442d-a20a-a5d7cec537c5"",""items"":[{""x"":0.11794871794871795,""y"":0.1307266922358653,""z"":1,""id"":""2178780e-2cea-4aa4-86af-66887b7d795b"",""path"":""https://zckngbdtquzqrmrpjhhx.supabase.co/storage/v1/object/public/page_photos/2caf72af-e28f-4cc1-a20f-e8b79a48964b/2178780e-2cea-4aa4-86af-66887b7d795b.webp"",""type"":""image"",""width"":0.4829309974492663,""height"":0.3967205666249897,""rotation"":0,""placeholder"":""LIIX~iIUkYM{ELVsf*xu0L4n%LWX""},{""x"":0.347863280467498,""y"":0.5582543504181632,""z"":2,""id"":""246f6e76-cfc5-404b-bde7-8c86390ca161"",""path"":""https://zckngbdtquzqrmrpjhhx.supabase.co/storage/v1/object/public/page_photos/2caf72af-e28f-4cc1-a20f-e8b79a48964b/246f6e76-cfc5-404b-bde7-8c86390ca161.webp"",""type"":""image"",""width"":0.5827933868870487,""height"":0.47875602082348406,""rotation"":0,""placeholder"":""LkI354NHNdo010W=jZj[Rlw^t6f6""},{""x"":0.4282051282051282,""y"":0.48696682464454977,""z"":3,""id"":""ba673d0e-0ed3-4017-a144-f6a058cea103"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.018957345971563982,""fontType"":""Calibri"",""rotation"":0,""fontColor"":""#000"",""textContent"":""天氣冷=一直在家吃點心""},{""x"":0.3777777647360777,""y"":0.5789889294954272,""z"":4,""id"":""447ba9a9-cbaa-4191-9cb1-8a3cc4d9df8f"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.015402843601895734,""fontType"":""Calibri"",""rotation"":0,""fontColor"":""#669bbc"",""textContent"":""去新北的咖啡廳\n咖啡+燻雞貝果+布丁 兩百多\n\n大安的：一杯咖啡200（但很漂亮啦 ⋯""}],""maxZIndex"":4,""backgroundImage"":{""path"":""bg_04"",""type"":""local""}}"
"0e22794a-73c8-4751-aa41-9473a67e09a2","2024-12-26T04:53:09.219547+00:00","2024-12-25","2024-12-27T19:18:21.944293+00:00",false,"4b381455-be80-45e1-96e9-03ea15450ad8","eecd2083-81ee-4e52-a4cf-fd6687bd002d","{""id"":""0e22794a-73c8-4751-aa41-9473a67e09a2"",""items"":[{""x"":0.614666748046875,""y"":0.4794745233845828,""z"":37,""id"":""f8989089-3e87-4e39-91df-b76fff00833d"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.012315270935960592,""fontType"":""Calibri-Bold"",""rotation"":0,""fontColor"":""#fdf0d5"",""textContent"":""""},{""x"":0.02755558268229106,""y"":0.0728653499058314,""z"":26,""id"":""3f60b2e5-ae52-41ad-8067-a76d93a9f3ac"",""path"":""https://zckngbdtquzqrmrpjhhx.supabase.co/storage/v1/object/public/page_photos/a25e0568-6a10-4582-9562-2c78fc211089/3f60b2e5-ae52-41ad-8067-a76d93a9f3ac.webp"",""type"":""image"",""width"":0.4567033623351827,""height"":0.37496170963479697,""rotation"":0.00273735245541884,""placeholder"":""LDI}nqVYTK0L~pt7D%xZ?GIo%M-;""},{""x"":0.06266670735677084,""y"":0.45525450307160176,""z"":36,""id"":""cde10196-4b60-4d88-bbbe-27d89c11fa89"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.012315270935960592,""fontType"":""Calibri-Bold"",""rotation"":0,""fontColor"":""#c1121f"",""textContent"":""我感覺不適合戴眼鏡類的東西\n但日本人戴起來很像全員逃走中的獵人\n他自己說的\n他買東西會比很久我第一次在GU逛超過2小時\n結果我們逛到整個A11關門 真厲害""},{""x"":0.5279999593098958,""y"":0.13587849245870054,""z"":42,""id"":""60374db5-ae3e-432c-80bf-9c23fb4a093d"",""path"":""https://zckngbdtquzqrmrpjhhx.supabase.co/storage/v1/object/public/page_photos/a25e0568-6a10-4582-9562-2c78fc211089/60374db5-ae3e-432c-80bf-9c23fb4a093d.webp"",""type"":""image"",""width"":0.43287827122390266,""height"":0.3554008794941729,""rotation"":0,""placeholder"":""LGGk|04o9tRP?HNGi_M{0KWBS1sl""},{""x"":0.6439999593098958,""y"":0.49466337006667566,""z"":41,""id"":""3c035984-8ce3-4777-ab88-d8a4a8a7d2c7"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.012315270935960592,""fontType"":""Calibri-Bold"",""rotation"":0,""fontColor"":""#c1121f"",""textContent"":""我昨天有遇到我老公""},{""x"":0.4648888753255208,""y"":0.5246305418719212,""z"":32,""id"":""cd827b79-76dc-4e89-8cf9-18d223ed2c86"",""path"":""https://zckngbdtquzqrmrpjhhx.supabase.co/storage/v1/object/public/page_photos/a25e0568-6a10-4582-9562-2c78fc211089/cd827b79-76dc-4e89-8cf9-18d223ed2c86.webp"",""type"":""image"",""width"":0.5055240496458692,""height"":0.41504437573552466,""rotation"":0,""placeholder"":""LOEoGJ%1E2$*9at7%1NG0fIpofS2""},{""x"":0.4955555419921875,""y"":0.8604269356563173,""z"":33,""id"":""a36d4d68-724a-44c9-8a3f-1b5eac292c2e"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.012315270935960592,""fontType"":""Calibri-Bold"",""rotation"":0,""fontColor"":""#fdf0d5"",""textContent"":""因為逛到沒東西吃了\n但日本人又想吃火鍋\n附近有辛殿就進去了\n蠻好吃的但沒想到是吃到飽\n我們兩個基本上一走進去就是賠錢貨""},{""x"":0.02177779134114576,""y"":0.5320197044334974,""z"":34,""id"":""e8d58b23-3039-4637-8098-a720caffae7c"",""path"":""https://zckngbdtquzqrmrpjhhx.supabase.co/storage/v1/object/public/page_photos/a25e0568-6a10-4582-9562-2c78fc211089/e8d58b23-3039-4637-8098-a720caffae7c.webp"",""type"":""image"",""width"":0.45452404335617297,""height"":0.37317244938930455,""rotation"":-0.004737279298665742,""placeholder"":""LOG8+S$%01Io59R+IUod4Uay-;WB""},{""x"":0.08488887532552084,""y"":0.5570607490727467,""z"":44,""id"":""a02b86c2-4b00-4966-93d2-f176c32c9eef"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.012315270935960592,""fontType"":""Calibri-Bold"",""rotation"":0,""fontColor"":""#fdf0d5"",""textContent"":""照片越看越荒謬\n甚至一起拍照不是我要求的\n我只能說真厲害\n但是是非常開心的一天！\n2024的荒謬聖誕節結束""},{""x"":0.12399995930989584,""y"":0.07266009852216748,""z"":43,""id"":""3604d1ea-1298-4a52-94fc-17e6fabf36de"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.012315270935960592,""fontType"":""Calibri-Bold"",""rotation"":0,""fontColor"":""#000"",""textContent"":""前情提要：\n接昨天的訊息我跟他說但我今天還是要上班\n他跟我說他可以搭來淡水等我（咖啡廳💼）\n然後等我上完（我大概抓3點）\n我們再一起去小巨蛋溜冰再去信義\n等於他的移動範圍是公館>淡水>小巨蛋>信義\n也是蠻拼的為了過聖誕節""},{""x"":0.6093333333333333,""y"":0.5537766893508986,""z"":45,""id"":""5a67ac54-eb16-49d8-9d18-826e243441ba"",""type"":""text"",""width"":0,""height"":0,""fontSize"":0.01847290640394089,""fontType"":""Calibri"",""rotation"":0,""fontColor"":""#669bbc"",""textContent"":""可以 請把我領走""}],""maxZIndex"":45,""backgroundImage"":{""path"":""bg_01"",""type"":""local""}}"
